Id,ActivityHour,TotalIntensity,AverageIntensity
1927972279,3/27/2016 5:00:00 AM,0,0
1927972279,3/27/2016 6:00:00 AM,0,0
1927972279,3/27/2016 7:00:00 AM,0,0
1927972279,3/27/2016 8:00:00 AM,0,0
1927972279,3/27/2016 9:00:00 AM,6,0.1
1927972279,3/27/2016 10:00:00 AM,3,0.05
1927972279,3/27/2016 11:00:00 AM,14,0.233333
1927972279,3/27/2016 12:00:00 PM,156,2.6
1927972279,3/27/2016 1:00:00 PM,159,2.65
1927972279,3/27/2016 2:00:00 PM,114,1.9
1927972279,3/27/2016 3:00:00 PM,11,0.183333
1927972279,3/27/2016 4:00:00 PM,13,0.216667
1927972279,3/27/2016 5:00:00 PM,92,1.533333
1927972279,3/27/2016 6:00:00 PM,16,0.266667
1927972279,3/27/2016 7:00:00 PM,3,0.05
1927972279,3/27/2016 8:00:00 PM,5,0.083333
1927972279,3/27/2016 9:00:00 PM,3,0.05
1927972279,3/27/2016 10:00:00 PM,0,0
1927972279,3/27/2016 11:00:00 PM,0,0
1927972279,3/28/2016 12:00:00 AM,0,0
1927972279,3/28/2016 1:00:00 AM,0,0
1927972279,3/28/2016 2:00:00 AM,0,0
1927972279,3/28/2016 3:00:00 AM,2,0.033333
1927972279,3/28/2016 4:00:00 AM,4,0.066667
1927972279,3/28/2016 5:00:00 AM,1,0.016667
1927972279,3/28/2016 6:00:00 AM,2,0.033333
1927972279,3/28/2016 7:00:00 AM,16,0.266667
1927972279,3/28/2016 8:00:00 AM,18,0.3
1927972279,3/28/2016 9:00:00 AM,14,0.233333
1927972279,3/28/2016 10:00:00 AM,10,0.166667
1927972279,3/28/2016 11:00:00 AM,145,2.416667
1927972279,3/28/2016 12:00:00 PM,8,0.133333
1927972279,3/28/2016 1:00:00 PM,86,1.433333
1927972279,3/28/2016 2:00:00 PM,100,1.666667
1927972279,3/28/2016 3:00:00 PM,0,0
1927972279,3/28/2016 4:00:00 PM,78,1.3
1927972279,3/28/2016 5:00:00 PM,24,0.4
1927972279,3/28/2016 6:00:00 PM,25,0.416667
1927972279,3/28/2016 7:00:00 PM,68,1.133333
1927972279,3/28/2016 8:00:00 PM,89,1.483333
1927972279,3/28/2016 9:00:00 PM,1,0.016667
1927972279,3/28/2016 10:00:00 PM,6,0.1
1927972279,3/28/2016 11:00:00 PM,8,0.133333
1927972279,3/29/2016 12:00:00 AM,0,0
1927972279,3/29/2016 1:00:00 AM,0,0
1927972279,3/29/2016 2:00:00 AM,0,0
1927972279,3/29/2016 3:00:00 AM,0,0
1927972279,3/29/2016 4:00:00 AM,0,0
1927972279,3/29/2016 5:00:00 AM,0,0
1927972279,3/29/2016 6:00:00 AM,1,0.016667
1927972279,3/29/2016 7:00:00 AM,0,0
1927972279,3/29/2016 8:00:00 AM,0,0
1927972279,3/29/2016 9:00:00 AM,0,0
1927972279,3/29/2016 10:00:00 AM,4,0.066667
1927972279,3/29/2016 11:00:00 AM,1,0.016667
1927972279,3/29/2016 12:00:00 PM,5,0.083333
1927972279,3/29/2016 1:00:00 PM,11,0.183333
1927972279,3/29/2016 2:00:00 PM,0,0
1927972279,3/29/2016 3:00:00 PM,12,0.2
1927972279,3/29/2016 4:00:00 PM,3,0.05
1927972279,3/29/2016 5:00:00 PM,0,0
1927972279,3/29/2016 6:00:00 PM,3,0.05
1927972279,3/29/2016 7:00:00 PM,21,0.35
1927972279,3/29/2016 8:00:00 PM,56,0.933333
1927972279,3/29/2016 9:00:00 PM,49,0.816667
1927972279,3/29/2016 10:00:00 PM,41,0.683333
1927972279,3/29/2016 11:00:00 PM,8,0.133333
1927972279,3/30/2016 12:00:00 AM,0,0
1927972279,3/30/2016 1:00:00 AM,1,0.016667
1927972279,3/30/2016 2:00:00 AM,7,0.116667
1927972279,3/30/2016 3:00:00 AM,2,0.033333
1927972279,3/30/2016 4:00:00 AM,0,0
1927972279,3/30/2016 5:00:00 AM,0,0
1927972279,3/30/2016 6:00:00 AM,0,0
1927972279,3/30/2016 7:00:00 AM,2,0.033333
1927972279,3/30/2016 8:00:00 AM,0,0
1927972279,3/30/2016 9:00:00 AM,1,0.016667
1927972279,3/30/2016 10:00:00 AM,0,0
1927972279,3/30/2016 11:00:00 AM,13,0.216667
1927972279,3/30/2016 12:00:00 PM,14,0.233333
1927972279,3/30/2016 1:00:00 PM,174,2.9
1927972279,3/30/2016 2:00:00 PM,163,2.716667
1927972279,3/30/2016 3:00:00 PM,118,1.966667
1927972279,3/30/2016 4:00:00 PM,16,0.266667
1927972279,3/30/2016 5:00:00 PM,1,0.016667
1927972279,3/30/2016 6:00:00 PM,5,0.083333
1927972279,3/30/2016 7:00:00 PM,6,0.1
1927972279,3/30/2016 8:00:00 PM,1,0.016667
1927972279,3/30/2016 9:00:00 PM,0,0
1927972279,3/30/2016 10:00:00 PM,3,0.05
1927972279,3/30/2016 11:00:00 PM,1,0.016667
1927972279,3/31/2016 12:00:00 AM,2,0.033333
1927972279,3/31/2016 1:00:00 AM,0,0
1927972279,3/31/2016 2:00:00 AM,0,0
1927972279,3/31/2016 3:00:00 AM,0,0
1927972279,3/31/2016 4:00:00 AM,0,0
1927972279,3/31/2016 5:00:00 AM,3,0.05
1927972279,3/31/2016 6:00:00 AM,12,0.2
1927972279,3/31/2016 7:00:00 AM,1,0.016667
1927972279,3/31/2016 8:00:00 AM,0,0
1927972279,3/31/2016 9:00:00 AM,0,0
1927972279,3/31/2016 10:00:00 AM,4,0.066667
1927972279,3/31/2016 11:00:00 AM,4,0.066667
1927972279,3/31/2016 12:00:00 PM,57,0.95
1927972279,3/31/2016 1:00:00 PM,102,1.7
1927972279,3/31/2016 2:00:00 PM,0,0
1927972279,3/31/2016 3:00:00 PM,0,0
1927972279,3/31/2016 4:00:00 PM,0,0
1927972279,3/31/2016 5:00:00 PM,0,0
1927972279,3/31/2016 6:00:00 PM,0,0
1927972279,3/31/2016 7:00:00 PM,0,0
1927972279,3/31/2016 8:00:00 PM,4,0.066667
1927972279,3/31/2016 9:00:00 PM,5,0.083333
1927972279,3/31/2016 10:00:00 PM,1,0.016667
1927972279,3/31/2016 11:00:00 PM,4,0.066667
1927972279,4/1/2016 12:00:00 AM,0,0
1927972279,4/1/2016 1:00:00 AM,1,0.016667
1927972279,4/1/2016 2:00:00 AM,0,0
1927972279,4/1/2016 3:00:00 AM,0,0
1927972279,4/1/2016 4:00:00 AM,0,0
1927972279,4/1/2016 5:00:00 AM,1,0.016667
1927972279,4/1/2016 6:00:00 AM,6,0.1
1927972279,4/1/2016 7:00:00 AM,1,0.016667
1927972279,4/1/2016 8:00:00 AM,0,0
1927972279,4/1/2016 9:00:00 AM,0,0
1927972279,4/1/2016 10:00:00 AM,3,0.05
1927972279,4/1/2016 11:00:00 AM,8,0.133333
1927972279,4/1/2016 12:00:00 PM,8,0.133333
1927972279,4/1/2016 1:00:00 PM,4,0.066667
1927972279,4/1/2016 2:00:00 PM,4,0.066667
1927972279,4/1/2016 3:00:00 PM,31,0.516667
1927972279,4/1/2016 4:00:00 PM,51,0.85
1927972279,4/1/2016 5:00:00 PM,61,1.016667
1927972279,4/1/2016 6:00:00 PM,7,0.116667
1927972279,4/1/2016 7:00:00 PM,11,0.183333
1927972279,4/1/2016 8:00:00 PM,3,0.05
1927972279,4/1/2016 9:00:00 PM,5,0.083333
1927972279,4/1/2016 10:00:00 PM,0,0
1927972279,4/1/2016 11:00:00 PM,9,0.15
1927972279,4/2/2016 12:00:00 AM,6,0.1
1927972279,4/2/2016 1:00:00 AM,0,0
1927972279,4/2/2016 2:00:00 AM,3,0.05
1927972279,4/2/2016 3:00:00 AM,1,0.016667
1927972279,4/2/2016 4:00:00 AM,0,0
1927972279,4/2/2016 5:00:00 AM,1,0.016667
1927972279,4/2/2016 6:00:00 AM,2,0.033333
1927972279,4/2/2016 7:00:00 AM,0,0
1927972279,4/2/2016 8:00:00 AM,2,0.033333
1927972279,4/2/2016 9:00:00 AM,11,0.183333
1927972279,4/2/2016 10:00:00 AM,2,0.033333
1927972279,4/2/2016 11:00:00 AM,23,0.383333
1927972279,4/2/2016 12:00:00 PM,18,0.3
1927972279,4/2/2016 1:00:00 PM,5,0.083333
1927972279,4/2/2016 2:00:00 PM,21,0.35
1927972279,4/2/2016 3:00:00 PM,47,0.783333
1927972279,4/2/2016 4:00:00 PM,55,0.916667
1927972279,4/2/2016 5:00:00 PM,42,0.7
1927972279,4/2/2016 6:00:00 PM,2,0.033333
1927972279,4/2/2016 7:00:00 PM,4,0.066667
1927972279,4/2/2016 8:00:00 PM,4,0.066667
1927972279,4/2/2016 9:00:00 PM,14,0.233333
1927972279,4/2/2016 10:00:00 PM,0,0
1927972279,4/2/2016 11:00:00 PM,4,0.066667
1927972279,4/3/2016 12:00:00 AM,2,0.033333
1927972279,4/3/2016 1:00:00 AM,0,0
1927972279,4/3/2016 2:00:00 AM,0,0
1927972279,4/3/2016 3:00:00 AM,0,0
1927972279,4/3/2016 4:00:00 AM,0,0
1927972279,4/3/2016 5:00:00 AM,0,0
1927972279,4/3/2016 6:00:00 AM,0,0
1927972279,4/3/2016 7:00:00 AM,0,0
1927972279,4/3/2016 8:00:00 AM,0,0
1927972279,4/3/2016 9:00:00 AM,18,0.3
1927972279,4/3/2016 10:00:00 AM,20,0.333333
1927972279,4/3/2016 11:00:00 AM,11,0.183333
1927972279,4/3/2016 12:00:00 PM,17,0.283333
1927972279,4/3/2016 1:00:00 PM,2,0.033333
1927972279,4/3/2016 2:00:00 PM,1,0.016667
1927972279,4/3/2016 3:00:00 PM,23,0.383333
1927972279,4/3/2016 4:00:00 PM,15,0.25
1927972279,4/3/2016 5:00:00 PM,9,0.15
1927972279,4/3/2016 6:00:00 PM,8,0.133333
1927972279,4/3/2016 7:00:00 PM,12,0.2
1927972279,4/3/2016 8:00:00 PM,4,0.066667
1927972279,4/3/2016 9:00:00 PM,4,0.066667
1927972279,4/3/2016 10:00:00 PM,0,0
1927972279,4/3/2016 11:00:00 PM,0,0
1927972279,4/4/2016 12:00:00 AM,0,0
1927972279,4/4/2016 1:00:00 AM,0,0
1927972279,4/4/2016 2:00:00 AM,0,0
1927972279,4/4/2016 3:00:00 AM,0,0
1927972279,4/4/2016 4:00:00 AM,0,0
1927972279,4/4/2016 5:00:00 AM,1,0.016667
1927972279,4/4/2016 6:00:00 AM,0,0
1927972279,4/4/2016 7:00:00 AM,0,0
1927972279,4/4/2016 8:00:00 AM,0,0
1927972279,4/4/2016 9:00:00 AM,5,0.083333
1927972279,4/4/2016 10:00:00 AM,1,0.016667
1927972279,4/4/2016 11:00:00 AM,8,0.133333
1927972279,4/4/2016 12:00:00 PM,3,0.05
1927972279,4/4/2016 1:00:00 PM,3,0.05
1927972279,4/4/2016 2:00:00 PM,11,0.183333
1927972279,4/4/2016 3:00:00 PM,7,0.116667
1927972279,4/4/2016 4:00:00 PM,12,0.2
1927972279,4/4/2016 5:00:00 PM,30,0.5
1927972279,4/4/2016 6:00:00 PM,14,0.233333
1927972279,4/4/2016 7:00:00 PM,0,0
1927972279,4/4/2016 8:00:00 PM,27,0.45
1927972279,4/4/2016 9:00:00 PM,3,0.05
1927972279,4/4/2016 10:00:00 PM,3,0.05
1927972279,4/4/2016 11:00:00 PM,0,0
1927972279,4/5/2016 12:00:00 AM,2,0.033333
1927972279,4/5/2016 1:00:00 AM,0,0
1927972279,4/5/2016 2:00:00 AM,0,0
1927972279,4/5/2016 3:00:00 AM,1,0.016667
1927972279,4/5/2016 4:00:00 AM,0,0
1927972279,4/5/2016 5:00:00 AM,0,0
1927972279,4/5/2016 6:00:00 AM,0,0
1927972279,4/5/2016 7:00:00 AM,9,0.15
1927972279,4/5/2016 8:00:00 AM,7,0.116667
1927972279,4/5/2016 9:00:00 AM,10,0.166667
1927972279,4/5/2016 10:00:00 AM,4,0.066667
1927972279,4/5/2016 11:00:00 AM,2,0.033333
1927972279,4/5/2016 12:00:00 PM,4,0.066667
1927972279,4/5/2016 1:00:00 PM,7,0.116667
1927972279,4/5/2016 2:00:00 PM,3,0.05
1927972279,4/5/2016 3:00:00 PM,3,0.05
1927972279,4/5/2016 4:00:00 PM,30,0.5
1927972279,4/5/2016 5:00:00 PM,0,0
1927972279,4/5/2016 6:00:00 PM,1,0.016667
1927972279,4/5/2016 7:00:00 PM,0,0
1927972279,4/5/2016 8:00:00 PM,6,0.1
1927972279,4/5/2016 9:00:00 PM,9,0.15
1927972279,4/5/2016 10:00:00 PM,9,0.15
1927972279,4/5/2016 11:00:00 PM,1,0.016667
1927972279,4/6/2016 12:00:00 AM,2,0.033333
1927972279,4/6/2016 1:00:00 AM,0,0
1927972279,4/6/2016 2:00:00 AM,0,0
1927972279,4/6/2016 3:00:00 AM,1,0.016667
1927972279,4/6/2016 4:00:00 AM,0,0
1927972279,4/6/2016 5:00:00 AM,0,0
1927972279,4/6/2016 6:00:00 AM,0,0
1927972279,4/6/2016 7:00:00 AM,2,0.033333
1927972279,4/6/2016 8:00:00 AM,16,0.266667
1927972279,4/6/2016 9:00:00 AM,24,0.4
1927972279,4/6/2016 10:00:00 AM,18,0.3
1927972279,4/6/2016 11:00:00 AM,2,0.033333
1927972279,4/6/2016 12:00:00 PM,6,0.1
1927972279,4/6/2016 1:00:00 PM,2,0.033333
1927972279,4/6/2016 2:00:00 PM,0,0
1927972279,4/6/2016 3:00:00 PM,0,0
1927972279,4/6/2016 4:00:00 PM,0,0
1927972279,4/6/2016 5:00:00 PM,0,0
1927972279,4/6/2016 6:00:00 PM,0,0
1927972279,4/6/2016 7:00:00 PM,0,0
1927972279,4/6/2016 8:00:00 PM,0,0
1927972279,4/6/2016 9:00:00 PM,0,0
1927972279,4/6/2016 10:00:00 PM,0,0
1927972279,4/6/2016 11:00:00 PM,0,0
1927972279,4/7/2016 12:00:00 AM,0,0
1927972279,4/7/2016 1:00:00 AM,0,0
1927972279,4/7/2016 2:00:00 AM,0,0
1927972279,4/7/2016 3:00:00 AM,0,0
1927972279,4/7/2016 4:00:00 AM,0,0
1927972279,4/7/2016 5:00:00 AM,0,0
1927972279,4/7/2016 6:00:00 AM,0,0
1927972279,4/7/2016 7:00:00 AM,0,0
1927972279,4/7/2016 8:00:00 AM,0,0
1927972279,4/7/2016 9:00:00 AM,0,0
1927972279,4/7/2016 10:00:00 AM,0,0
1927972279,4/7/2016 11:00:00 AM,0,0
1927972279,4/7/2016 12:00:00 PM,0,0
1927972279,4/7/2016 1:00:00 PM,5,0.083333
1927972279,4/7/2016 2:00:00 PM,2,0.033333
1927972279,4/7/2016 3:00:00 PM,8,0.133333
1927972279,4/7/2016 4:00:00 PM,11,0.183333
1927972279,4/7/2016 5:00:00 PM,6,0.1
1927972279,4/7/2016 6:00:00 PM,11,0.183333
1927972279,4/7/2016 7:00:00 PM,0,0
1927972279,4/7/2016 8:00:00 PM,0,0
1927972279,4/7/2016 9:00:00 PM,0,0
1927972279,4/7/2016 10:00:00 PM,0,0
1927972279,4/7/2016 11:00:00 PM,0,0
1927972279,4/8/2016 12:00:00 AM,0,0
1927972279,4/8/2016 1:00:00 AM,0,0
1927972279,4/8/2016 2:00:00 AM,0,0
1927972279,4/8/2016 3:00:00 AM,0,0
1927972279,4/8/2016 4:00:00 AM,0,0
1927972279,4/8/2016 5:00:00 AM,0,0
1927972279,4/8/2016 6:00:00 AM,0,0
1927972279,4/8/2016 7:00:00 AM,0,0
1927972279,4/8/2016 8:00:00 AM,0,0
1927972279,4/8/2016 9:00:00 AM,0,0
1927972279,4/8/2016 10:00:00 AM,0,0
1927972279,4/8/2016 11:00:00 AM,0,0
1927972279,4/8/2016 12:00:00 PM,9,0.15
1927972279,4/8/2016 1:00:00 PM,12,0.2
1927972279,4/8/2016 2:00:00 PM,10,0.166667
1927972279,4/8/2016 3:00:00 PM,3,0.05
1927972279,4/8/2016 4:00:00 PM,0,0
1927972279,4/8/2016 5:00:00 PM,0,0
1927972279,4/8/2016 6:00:00 PM,0,0
1927972279,4/8/2016 7:00:00 PM,0,0
1927972279,4/8/2016 8:00:00 PM,0,0
1927972279,4/8/2016 9:00:00 PM,0,0
1927972279,4/8/2016 10:00:00 PM,0,0
1927972279,4/8/2016 11:00:00 PM,0,0
1927972279,4/9/2016 12:00:00 AM,0,0
1927972279,4/9/2016 1:00:00 AM,0,0
1927972279,4/9/2016 2:00:00 AM,0,0
1927972279,4/9/2016 3:00:00 AM,0,0
1927972279,4/9/2016 4:00:00 AM,0,0
1927972279,4/9/2016 5:00:00 AM,0,0
1927972279,4/9/2016 6:00:00 AM,0,0
1927972279,4/9/2016 7:00:00 AM,0,0
1927972279,4/9/2016 8:00:00 AM,0,0
1927972279,4/9/2016 9:00:00 AM,0,0
1927972279,4/9/2016 10:00:00 AM,4,0.066667
1927972279,4/9/2016 11:00:00 AM,6,0.1
1927972279,4/9/2016 12:00:00 PM,1,0.016667
1927972279,4/9/2016 1:00:00 PM,16,0.266667
1927972279,4/9/2016 2:00:00 PM,10,0.166667
1927972279,4/9/2016 3:00:00 PM,24,0.4
1927972279,4/9/2016 4:00:00 PM,19,0.316667
1927972279,4/9/2016 5:00:00 PM,8,0.133333
1927972279,4/9/2016 6:00:00 PM,40,0.666667
1927972279,4/9/2016 7:00:00 PM,6,0.1
1927972279,4/9/2016 8:00:00 PM,4,0.066667
1927972279,4/9/2016 9:00:00 PM,3,0.05
1927972279,4/9/2016 10:00:00 PM,8,0.133333
1927972279,4/9/2016 11:00:00 PM,3,0.05
1927972279,4/10/2016 12:00:00 AM,0,0
1927972279,4/10/2016 1:00:00 AM,0,0
1927972279,4/10/2016 2:00:00 AM,4,0.066667
1927972279,4/10/2016 3:00:00 AM,2,0.033333
1927972279,4/10/2016 4:00:00 AM,0,0
1927972279,4/10/2016 5:00:00 AM,1,0.016667
1927972279,4/10/2016 6:00:00 AM,0,0
1927972279,4/10/2016 7:00:00 AM,0,0
1927972279,4/10/2016 8:00:00 AM,5,0.083333
1927972279,4/10/2016 9:00:00 AM,23,0.383333
1927972279,4/10/2016 10:00:00 AM,1,0.016667
1927972279,4/10/2016 11:00:00 AM,1,0.016667
1927972279,4/10/2016 12:00:00 PM,14,0.233333
1927972279,4/10/2016 1:00:00 PM,6,0.1
1927972279,4/10/2016 2:00:00 PM,15,0.25
1927972279,4/10/2016 3:00:00 PM,5,0.083333
1927972279,4/10/2016 4:00:00 PM,11,0.183333
1927972279,4/10/2016 5:00:00 PM,4,0.066667
1927972279,4/10/2016 6:00:00 PM,14,0.233333
1927972279,4/10/2016 7:00:00 PM,6,0.1
1927972279,4/10/2016 8:00:00 PM,9,0.15
1927972279,4/10/2016 9:00:00 PM,8,0.133333
1927972279,4/10/2016 10:00:00 PM,10,0.166667
1927972279,4/10/2016 11:00:00 PM,0,0
1927972279,4/11/2016 12:00:00 AM,0,0
1927972279,4/11/2016 1:00:00 AM,0,0
1927972279,4/11/2016 2:00:00 AM,0,0
1927972279,4/11/2016 3:00:00 AM,1,0.016667
1927972279,4/11/2016 4:00:00 AM,2,0.033333
1927972279,4/11/2016 5:00:00 AM,0,0
1927972279,4/11/2016 6:00:00 AM,0,0
1927972279,4/11/2016 7:00:00 AM,6,0.1
1927972279,4/11/2016 8:00:00 AM,5,0.083333
1927972279,4/11/2016 9:00:00 AM,1,0.016667
1927972279,4/11/2016 10:00:00 AM,4,0.066667
1927972279,4/11/2016 11:00:00 AM,0,0
1927972279,4/11/2016 12:00:00 PM,8,0.133333
1927972279,4/11/2016 1:00:00 PM,3,0.05
1927972279,4/11/2016 2:00:00 PM,0,0
1927972279,4/11/2016 3:00:00 PM,3,0.05
1927972279,4/11/2016 4:00:00 PM,4,0.066667
1927972279,4/11/2016 5:00:00 PM,16,0.266667
1927972279,4/11/2016 6:00:00 PM,12,0.2
1927972279,4/11/2016 7:00:00 PM,2,0.033333
1927972279,4/11/2016 8:00:00 PM,2,0.033333
1927972279,4/11/2016 9:00:00 PM,4,0.066667
1927972279,4/11/2016 10:00:00 PM,0,0
1927972279,4/11/2016 11:00:00 PM,0,0
1927972279,4/12/2016 12:00:00 AM,0,0
1927972279,4/12/2016 1:00:00 AM,0,0
1927972279,4/12/2016 2:00:00 AM,0,0
1927972279,4/12/2016 3:00:00 AM,0,0
1927972279,4/12/2016 4:00:00 AM,1,0.016667
1927972279,4/12/2016 5:00:00 AM,0,0
1927972279,4/12/2016 6:00:00 AM,2,0.033333
1927972279,4/12/2016 7:00:00 AM,0,0
1927972279,4/12/2016 8:00:00 AM,0,0
1927972279,4/12/2016 9:00:00 AM,0,0
1927972279,4/12/2016 10:00:00 AM,0,0
2022484408,3/12/2016 12:00:00 AM,0,0
2022484408,3/12/2016 1:00:00 AM,0,0
2022484408,3/12/2016 2:00:00 AM,0,0
2022484408,3/12/2016 3:00:00 AM,0,0
2022484408,3/12/2016 4:00:00 AM,0,0
2022484408,3/12/2016 5:00:00 AM,0,0
2022484408,3/12/2016 6:00:00 AM,0,0
2022484408,3/12/2016 7:00:00 AM,15,0.25
2022484408,3/12/2016 8:00:00 AM,115,1.916667
2022484408,3/12/2016 9:00:00 AM,12,0.2
2022484408,3/12/2016 10:00:00 AM,10,0.166667
2022484408,3/12/2016 11:00:00 AM,39,0.65
2022484408,3/12/2016 12:00:00 PM,27,0.45
2022484408,3/12/2016 1:00:00 PM,16,0.266667
2022484408,3/12/2016 2:00:00 PM,0,0
2022484408,3/12/2016 3:00:00 PM,0,0
2022484408,3/12/2016 4:00:00 PM,0,0
2022484408,3/12/2016 5:00:00 PM,36,0.6
2022484408,3/12/2016 6:00:00 PM,25,0.416667
2022484408,3/12/2016 7:00:00 PM,7,0.116667
2022484408,3/12/2016 8:00:00 PM,0,0
2022484408,3/12/2016 9:00:00 PM,0,0
2022484408,3/12/2016 10:00:00 PM,0,0
2022484408,3/12/2016 11:00:00 PM,0,0
2022484408,3/13/2016 12:00:00 AM,0,0
2022484408,3/13/2016 1:00:00 AM,0,0
2022484408,3/13/2016 2:00:00 AM,0,0
2022484408,3/13/2016 3:00:00 AM,0,0
2022484408,3/13/2016 4:00:00 AM,0,0
2022484408,3/13/2016 5:00:00 AM,0,0
2022484408,3/13/2016 6:00:00 AM,0,0
2022484408,3/13/2016 7:00:00 AM,0,0
2022484408,3/13/2016 8:00:00 AM,10,0.166667
2022484408,3/13/2016 9:00:00 AM,32,0.533333
2022484408,3/13/2016 10:00:00 AM,30,0.5
2022484408,3/13/2016 11:00:00 AM,21,0.35
2022484408,3/13/2016 12:00:00 PM,0,0
2022484408,3/13/2016 1:00:00 PM,4,0.066667
2022484408,3/13/2016 2:00:00 PM,27,0.45
2022484408,3/13/2016 3:00:00 PM,19,0.316667
2022484408,3/13/2016 4:00:00 PM,17,0.283333
2022484408,3/13/2016 5:00:00 PM,18,0.3
2022484408,3/13/2016 6:00:00 PM,17,0.283333
2022484408,3/13/2016 7:00:00 PM,103,1.716667
2022484408,3/13/2016 8:00:00 PM,18,0.3
2022484408,3/13/2016 9:00:00 PM,0,0
2022484408,3/13/2016 10:00:00 PM,0,0
2022484408,3/13/2016 11:00:00 PM,10,0.166667
2022484408,3/14/2016 12:00:00 AM,0,0
2022484408,3/14/2016 1:00:00 AM,0,0
2022484408,3/14/2016 2:00:00 AM,0,0
2022484408,3/14/2016 3:00:00 AM,0,0
2022484408,3/14/2016 4:00:00 AM,0,0
2022484408,3/14/2016 5:00:00 AM,0,0
2022484408,3/14/2016 6:00:00 AM,0,0
2022484408,3/14/2016 7:00:00 AM,0,0
2022484408,3/14/2016 8:00:00 AM,25,0.416667
2022484408,3/14/2016 9:00:00 AM,155,2.583333
2022484408,3/14/2016 10:00:00 AM,19,0.316667
2022484408,3/14/2016 11:00:00 AM,1,0.016667
2022484408,3/14/2016 12:00:00 PM,13,0.216667
2022484408,3/14/2016 1:00:00 PM,29,0.483333
2022484408,3/14/2016 2:00:00 PM,35,0.583333
2022484408,3/14/2016 3:00:00 PM,38,0.633333
2022484408,3/14/2016 4:00:00 PM,1,0.016667
2022484408,3/14/2016 5:00:00 PM,6,0.1
2022484408,3/14/2016 6:00:00 PM,30,0.5
2022484408,3/14/2016 7:00:00 PM,50,0.833333
2022484408,3/14/2016 8:00:00 PM,20,0.333333
2022484408,3/14/2016 9:00:00 PM,0,0
2022484408,3/14/2016 10:00:00 PM,0,0
2022484408,3/14/2016 11:00:00 PM,0,0
2022484408,3/15/2016 12:00:00 AM,0,0
2022484408,3/15/2016 1:00:00 AM,0,0
2022484408,3/15/2016 2:00:00 AM,0,0
2022484408,3/15/2016 3:00:00 AM,0,0
2022484408,3/15/2016 4:00:00 AM,0,0
2022484408,3/15/2016 5:00:00 AM,0,0
2022484408,3/15/2016 6:00:00 AM,0,0
2022484408,3/15/2016 7:00:00 AM,0,0
2022484408,3/15/2016 8:00:00 AM,0,0
2022484408,3/15/2016 9:00:00 AM,16,0.266667
2022484408,3/15/2016 10:00:00 AM,124,2.066667
2022484408,3/15/2016 11:00:00 AM,72,1.2
2022484408,3/15/2016 12:00:00 PM,13,0.216667
2022484408,3/15/2016 1:00:00 PM,35,0.583333
2022484408,3/15/2016 2:00:00 PM,31,0.516667
2022484408,3/15/2016 3:00:00 PM,14,0.233333
2022484408,3/15/2016 4:00:00 PM,30,0.5
2022484408,3/15/2016 5:00:00 PM,30,0.5
2022484408,3/15/2016 6:00:00 PM,101,1.683333
2022484408,3/15/2016 7:00:00 PM,0,0
2022484408,3/15/2016 8:00:00 PM,0,0
2022484408,3/15/2016 9:00:00 PM,0,0
2022484408,3/15/2016 10:00:00 PM,0,0
2022484408,3/15/2016 11:00:00 PM,0,0
2022484408,3/16/2016 12:00:00 AM,0,0
2022484408,3/16/2016 1:00:00 AM,0,0
2022484408,3/16/2016 2:00:00 AM,0,0
2022484408,3/16/2016 3:00:00 AM,0,0
2022484408,3/16/2016 4:00:00 AM,0,0
2022484408,3/16/2016 5:00:00 AM,0,0
2022484408,3/16/2016 6:00:00 AM,0,0
2022484408,3/16/2016 7:00:00 AM,0,0
2022484408,3/16/2016 8:00:00 AM,6,0.1
2022484408,3/16/2016 9:00:00 AM,153,2.55
2022484408,3/16/2016 10:00:00 AM,7,0.116667
2022484408,3/16/2016 11:00:00 AM,15,0.25
2022484408,3/16/2016 12:00:00 PM,22,0.366667
2022484408,3/16/2016 1:00:00 PM,33,0.55
2022484408,3/16/2016 2:00:00 PM,31,0.516667
2022484408,3/16/2016 3:00:00 PM,58,0.966667
2022484408,3/16/2016 4:00:00 PM,25,0.416667
2022484408,3/16/2016 5:00:00 PM,22,0.366667
2022484408,3/16/2016 6:00:00 PM,26,0.433333
2022484408,3/16/2016 7:00:00 PM,23,0.383333
2022484408,3/16/2016 8:00:00 PM,32,0.533333
2022484408,3/16/2016 9:00:00 PM,1,0.016667
2022484408,3/16/2016 10:00:00 PM,0,0
2022484408,3/16/2016 11:00:00 PM,0,0
2022484408,3/17/2016 12:00:00 AM,0,0
2022484408,3/17/2016 1:00:00 AM,0,0
2022484408,3/17/2016 2:00:00 AM,0,0
2022484408,3/17/2016 3:00:00 AM,0,0
2022484408,3/17/2016 4:00:00 AM,0,0
2022484408,3/17/2016 5:00:00 AM,0,0
2022484408,3/17/2016 6:00:00 AM,0,0
2022484408,3/17/2016 7:00:00 AM,0,0
2022484408,3/17/2016 8:00:00 AM,0,0
2022484408,3/17/2016 9:00:00 AM,4,0.066667
2022484408,3/17/2016 10:00:00 AM,17,0.283333
2022484408,3/17/2016 11:00:00 AM,29,0.483333
2022484408,3/17/2016 12:00:00 PM,38,0.633333
2022484408,3/17/2016 1:00:00 PM,25,0.416667
2022484408,3/17/2016 2:00:00 PM,13,0.216667
2022484408,3/17/2016 3:00:00 PM,30,0.5
2022484408,3/17/2016 4:00:00 PM,35,0.583333
